id,district_region_name,offences,robbery,street_robbery_purse_snatching,bodily_harm,dangerous_and_grievous_bodily_harm,deprivation_of_liberty_coercion_threat_stalking,theft,motor_vehicle_theft,theft_from_motor_vehicle,bicycle_theft,residential_burglary,fire_offences,arson,damage_to_property,damage_to_property_by_graffiti,narcotics_offences,kieztaten
101002,Marzahn Mitte,12146,143,59,1551,286,430,4643,227,870,315,110,110,44,1335,145,159,3120
101003,Marzahn Süd,9393,132,47,783,168,223,4082,345,951,322,113,91,50,1078,237,47,1692
102004,Hellersdorf Nord,12494,190,106,1813,410,498,4594,130,649,389,84,151,45,1789,471,199,3399
102005,Hellersdorf Ost,9444,128,54,1435,337,535,3121,107,482,648,54,145,27,1670,428,107,3201
102006,Hellersdorf Süd,7197,78,37,887,184,368,2775,139,450,311,106,82,12,1234,356,57,2146
103007,Biesdorf,8088,75,36,521,114,201,4417,130,809,738,383,32,4,738,150,71,1054
104008,Kaulsdorf,5799,107,48,529,80,187,2405,86,454,465,412,11,5,775,150,43,1229
104009,Mahlsdorf,5499,26,15,340,74,174,2190,70,414,303,355,11,7,1101,447,74,909
109900,"Bezirk (Mz-Hd), nicht zuzuordnen",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
110000,Lichtenberg,10628,101,43,994,227,305,4608,172,766,549,245,72,26,1298,347,130,2419
111001,Malchow,7520,24,0,542,94,448,3843,47,377,259,236,165,118,825,141,118,1108
111002,Neu-Hohenschönhausen Nord,7708,80,29,1130,193,321,2930,102,361,543,69,55,26,973,219,135,2671
111003,Neu-Hohenschönhausen Süd,8953,100,42,1217,313,297,3851,158,463,367,116,58,12,989,93,81,2657
112004,Alt-Hohenschönhausen Nord,10504,89,30,918,237,289,5596,126,814,296,429,44,22,1044,252,81,2191
112005,Alt-Hohenschönhausen Süd,8272,75,24,754,146,227,4080,200,835,479,231,37,20,1052,217,44,2094
113006,Fennpfuhl,11521,66,31,884,235,273,3766,204,696,580,279,50,25,1289,282,56,2305
113007,Alt-Lichtenberg,16157,90,37,1320,303,447,8128,221,1271,746,312,94,41,1373,262,135,3123
113008,Frankfurter Allee Süd,17159,194,61,1070,265,214,6562,214,897,1141,255,61,20,1630,530,397,2629
114009,Neu-Lichtenberg,9929,84,54,928,222,299,4243,175,474,558,282,98,30,1392,437,198,2367
114010,Friedrichsfelde Nord,12657,156,97,1371,372,313,5118,223,1155,313,283,52,15,1624,648,186,2838
114011,Friedrichsfelde Süd,6522,102,37,590,123,193,2757,164,504,328,246,41,12,860,242,66,1512
115012,Rummelsburger Bucht,12466,151,0,514,182,182,6687,91,1997,1634,212,454,151,2330,817,61,1785
115013,Karlshorst,5704,30,9,405,83,174,2950,61,553,518,274,30,9,753,261,100,1140
119900,"Bezirk (Lb), nicht zuzuordnen",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
120000,Reinickendorf,12408,137,53,1169,290,484,5244,150,1002,626,400,78,26,1340,258,416,2771
121001,Ost 1 - Reginhardstraße,11843,223,81,1495,388,642,4298,142,750,673,423,42,15,1261,150,496,3510
121002,Ost 2 - Alt-Reinickendorf,13309,179,54,1082,249,463,5703,136,1074,801,307,78,35,1249,214,525,2665
122003,West 4 - Auguste-Viktoria-Allee,12819,181,68,1406,362,639,5138,96,715,418,386,60,32,1261,185,285,3262
122004,West 1 - Tegel-Süd/Flughafensee,16352,80,34,1427,476,603,4356,141,1206,442,730,74,7,1568,147,2071,3579
122005,West 5 - Tegel,20399,209,119,2047,616,447,9628,89,914,954,318,70,0,2027,556,278,3696
124006,West 2 - Heiligensee/Konradshöhe,6017,33,13,377,50,260,2458,180,741,389,402,33,17,1231,456,84,1164
124007,Nord 1 - Frohnau/Hermsdorf,6128,55,18,341,101,213,3165,152,869,723,473,15,9,777,232,101,976
125008,West 3 - Borsigwalde/Freie Scholle,8351,100,63,860,226,327,3755,151,741,760,421,31,13,961,126,213,1921
125009,Nord 2 - Waidmannslust/Wittenau/Lübars,10738,130,41,1101,269,368,4868,99,832,641,372,55,14,1268,348,320,2216
126010,Rollbergesiedlung,10938,94,24,1134,224,366,5056,83,862,354,343,83,12,1099,118,177,2551
126011,MV Nord,13877,144,38,1541,381,563,6905,212,1033,546,258,203,64,1435,135,220,4140
126012,MV Süd,8183,122,82,963,294,506,2847,114,473,351,310,196,24,1265,302,196,2537
129900,"Bezirk (Rd), nicht zuzuordnen",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
999900,"Stadtgebiet Berlin, nicht zuzuordnen",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
999999,Berlin (PKS gesamt),14390,190,87,1260,330,436,6319,171,915,772,365,75,27,1466,343,363,3043
