id,district_region_name,offences,robbery,street_robbery_purse_snatching,bodily_harm,dangerous_and_grievous_bodily_harm,deprivation_of_liberty_coercion_threat_stalking,theft,motor_vehicle_theft,theft_from_motor_vehicle,bicycle_theft,residential_burglary,fire_offences,arson,damage_to_property,damage_to_property_by_graffiti,narcotics_offences,kieztaten
052004,Brunsbütteler Damm,7254,52,35,904,212,316,3247,190,523,363,177,61,13,735,108,108,1759
052005,Heerstraße,8449,112,56,1173,247,491,3190,119,524,201,168,86,43,817,122,152,2508
052006,Wilhelmstadt,16905,147,71,1753,496,553,7272,87,556,627,153,55,22,1218,142,360,3372
053007,Haselhorst,10276,95,57,1081,159,401,4896,273,916,356,153,57,25,846,121,153,2633
053008,Siemensstadt,12508,135,48,1206,270,365,6135,270,746,1341,246,32,8,1024,286,135,3310
054009,Gatow/Kladow,4675,35,15,522,105,291,1981,60,306,191,331,45,15,411,10,55,1088
059900,"Bezirk (Sp), nicht zuzuordnen",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
060000,Steglitz-Zehlendorf,7707,45,21,606,121,267,3788,109,752,691,216,50,19,798,201,150,1474
061001,Schloßstraße,16103,109,68,929,204,272,9743,95,512,1350,149,45,0,865,236,226,2025
061002,Albrechtstraße,5888,45,19,472,96,252,2714,102,563,565,169,30,9,632,168,130,1463
062003,Lankwitz,7112,44,9,900,191,407,2713,95,591,302,177,51,28,674,77,195,1837
062004,Ostpreußendamm,6479,53,23,560,87,264,2909,93,565,459,256,37,11,734,129,107,1542
063005,Teltower Damm,7024,41,20,523,87,250,3299,87,616,1000,215,41,15,700,90,160,1226
063006,Drakestraße,6798,20,6,522,89,222,3554,123,992,708,171,60,22,677,67,91,1318
064007,Zehlendorf Südwest,7495,19,11,576,134,178,3344,104,810,528,182,104,41,1167,550,97,1100
064008,Zehlendorf Nord,7567,35,19,438,103,198,3932,133,1003,721,385,40,19,1049,429,156,1152
069900,"Bezirk (St-Zd), nicht zuzuordnen",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
070000,Tempelhof-Schöneberg,11905,96,52,937,228,341,5851,120,771,775,214,54,21,985,236,397,2842
071001,Schöneberg Nordwest,28286,350,215,2098,622,580,16999,117,889,1115,264,49,23,1386,211,1126,8944
071002,Schöneberg Nordost,13206,99,70,1008,308,300,7024,99,658,1242,255,58,33,934,284,662,4318
072003,Schöneberg Südwest,11240,81,38,716,196,329,5754,81,511,1447,244,14,10,817,181,439,3113
072004,Schöneberg Südost,17220,86,30,1326,302,485,7864,106,738,1266,213,56,20,1395,455,555,3562
073005,Friedenau West,9266,48,28,403,121,190,5815,113,468,1169,226,28,12,786,242,105,1524
073006,Friedenau Ost,7623,50,14,727,174,279,3688,201,563,673,146,50,27,727,96,137,1652
074007,Tempelhof Nord,15429,54,27,1152,250,462,5281,141,934,1005,114,130,22,1532,516,1038,3042
074008,Tempelhof Südwest,11472,98,41,880,205,300,5063,129,820,694,243,50,6,1085,401,401,2199
074009,Tempelhof Südost,15247,106,40,1089,279,545,7736,252,1468,671,239,73,33,1248,126,272,3121
075010,Mariendorf Nord,7692,64,38,700,131,239,3327,80,732,325,252,64,25,863,140,153,1834
075011,Mariendorf Süd,7924,33,19,672,166,265,3330,151,880,397,189,52,24,842,147,161,1514
076012,Marienfelde Nord,7079,62,28,566,140,196,3122,45,768,342,191,67,28,600,129,230,1412
076013,Marienfelde Süd,7812,76,48,763,158,358,3452,110,612,199,124,55,28,715,158,138,1877
076014,Lichtenrade Nord,4971,47,37,555,75,163,2077,93,873,140,215,19,5,481,42,93,1139
076015,Lichtenrade Süd,6558,50,17,777,150,260,2341,60,400,230,200,50,23,880,220,187,1507
079900,"Bezirk (Th-Sb), nicht zuzuordnen",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
080000,Neukölln,12640,153,87,1222,350,418,5932,137,1011,561,223,73,33,1174,193,495,3045
081001,Schillerpromenade,14444,246,141,1546,532,369,6956,111,1115,704,264,108,65,1229,163,1140,3819
081002,Neuköllner Mitte/Zentrum,23221,278,147,1913,582,482,11814,128,1378,985,176,89,42,1627,228,875,4104
081003,Reuterstraße,15314,133,70,1461,525,340,7218,70,905,1003,173,53,25,1231,423,830,3389
081004,Rixdorf,11867,81,44,1305,353,485,5106,81,732,779,216,56,24,1264,250,580,3333
081005,Köllnische Heide,16618,159,45,1657,472,657,7165,223,1810,287,268,153,57,2346,121,561,3958
082006,Britz Nord,12575,219,144,1163,288,547,5154,204,1337,413,283,94,35,1193,139,303,3375
082007,Britz,9648,113,52,892,169,403,4478,147,1126,424,325,65,48,1187,268,143,2226
082008,Buckow,5588,55,24,691,141,347,1946,110,581,124,144,55,31,667,93,117,1675
083009,Gropiusstadt West,10947,196,121,1187,307,337,6065,151,790,277,241,45,10,1011,91,126,3404
083010,Gropiusstadt Ost,8464,92,46,940,196,473,3877,127,496,265,110,29,6,785,46,133,3352
084011,Buckow Nord,9090,103,62,803,144,443,4571,247,1143,360,144,82,41,597,41,113,1863
084012,Rudow,5825,76,50,500,112,225,2514,176,685,202,291,60,18,710,117,73,1313
089900,"Bezirk (Nk), nicht zuzuordnen",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
090000,Treptow-Köpenick,9271,81,47,898,187,319,4172,174,649,801,186,66,28,1000,257,215,1998
091001,Alt-Treptow,18337,249,169,1246,257,346,10491,113,804,2331,169,48,8,1463,506,619,3987
091002,Plänterwald,8181,142,71,596,133,222,3664,187,871,676,151,36,36,854,205,133,1734
091003,Baumschulenweg,8817,65,11,755,173,378,4484,146,701,637,415,59,49,901,135,119,2072
091004,Johannisthal,7484,25,15,718,110,397,2972,196,723,512,146,120,25,863,120,110,1837
092005,Oberschöneweide,10840,70,35,1563,343,462,3927,269,920,506,114,79,31,1189,233,357,3034
092006,Niederschöneweide,19215,254,147,1695,303,508,9010,238,762,1040,139,57,49,1663,876,860,2900
092007,Adlershof,12123,99,47,987,230,282,6189,193,794,1217,183,42,21,1290,449,240,2105
092008,Köllnische Vorstadt/Spindlersfeld,7993,83,28,1035,194,370,2994,139,527,702,120,55,18,1053,268,323,2098
093009,Altglienicke,6066,37,26,666,104,266,2498,207,533,374,255,37,7,674,133,126,1473
093010,Bohnsdorf,7802,54,31,916,123,254,3324,239,454,385,277,69,23,685,100,54,1600
093011,Grünau,9482,47,16,452,78,218,4173,109,747,1355,249,125,47,1822,1230,78,1339
093012,Schmöckwitz,4197,0,0,388,23,68,1688,68,342,274,182,91,46,479,46,68,844
094013,Köpenick Süd,4298,0,0,346,51,152,1618,84,329,287,287,152,17,607,59,42,927
094014,Allende-Viertel,6268,35,17,630,112,319,2875,155,708,484,69,35,26,803,104,112,1563
094015,Altstadt Köpenick,9436,28,14,1672,411,397,2905,85,326,836,14,43,14,1318,255,298,2848
094016,Müggelheim,3481,30,15,297,59,134,1249,74,446,193,134,59,59,372,89,74,654
095017,Friedrichshagen,6496,32,27,575,149,160,3102,154,261,1128,69,43,27,841,207,53,1245
095018,Rahnsdorf,5976,21,0,327,74,158,2782,63,548,1001,253,42,32,527,95,105,664
095019,Dammvorstadt,13226,81,45,1282,439,323,5909,90,484,1040,72,27,9,1309,242,278,2529
095020,Köpenick Nord,4945,101,70,521,78,179,1990,78,319,591,272,47,8,723,93,101,1298
099900,"Bezirk (Tp-Kp), nicht zuzuordnen",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
100000,Marzahn-Hellersdorf,8847,63,37,1144,214,362,3162,208,495,381,138,91,28,1055,215,181,2199
101001,Marzahn Nord,8279,108,83,1581,269,314,2710,223,410,389,74,79,12,1278,348,219,2681
101002,Marzahn Mitte,9425,80,45,1413,292,400,3448,277,518,201,94,103,31,963,133,199,2635
101003,Marzahn Süd,10114,42,21,845,138,344,3595,373,757,222,112,68,18,910,138,149,1886
102004,Hellersdorf Nord,11275,73,39,1567,290,561,3748,196,371,279,98,165,70,1511,318,307,3047
102005,Hellersdorf Ost,8076,68,44,1349,218,422,2373,170,345,325,39,92,29,1121,194,248,2485
102006,Hellersdorf Süd,8679,64,28,1478,346,419,2626,133,314,395,89,125,32,1321,399,209,2549
103007,Biesdorf,7850,44,22,550,111,236,3859,144,491,679,362,78,22,702,151,100,1200
104008,Kaulsdorf,5980,21,10,601,67,202,2221,78,492,575,160,57,10,844,83,88,1424
104009,Mahlsdorf,4474,21,10,391,66,152,1967,62,474,464,235,3,3,561,166,45,824
109900,"Bezirk (Mz-Hd), nicht zuzuordnen",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
110000,Lichtenberg,9574,64,38,1018,226,312,4153,215,619,626,162,69,26,959,205,188,2161
111001,Malchow,5430,84,63,716,126,210,2210,84,147,274,568,126,42,695,105,42,1347
111002,Neu-Hohenschönhausen Nord,7372,58,24,973,192,312,2673,182,418,233,89,79,31,833,55,271,2293
111003,Neu-Hohenschönhausen Süd,8227,89,59,1300,284,303,3435,185,661,388,107,63,18,986,107,163,2589
112004,Alt-Hohenschönhausen Nord,10183,49,12,1279,307,467,4255,160,578,264,258,74,43,1211,430,197,2257
112005,Alt-Hohenschönhausen Süd,6679,34,19,774,146,224,2909,320,678,364,159,47,25,721,146,96,1601
113006,Fennpfuhl,8968,39,24,963,236,343,3408,224,692,483,143,60,18,915,137,134,1968
113007,Alt-Lichtenberg,15105,105,66,1525,364,361,7413,220,886,813,131,89,36,1145,276,259,3218
113008,Frankfurter Allee Süd,23171,109,60,1698,417,338,7972,218,884,1003,139,60,40,1797,635,844,3296
114009,Neu-Lichtenberg,10802,88,51,1066,227,333,4962,148,497,1029,209,58,18,1202,388,176,2340
114010,Friedrichsfelde Nord,8689,66,46,1143,225,337,3390,350,529,463,132,119,33,899,205,172,2161
114011,Friedrichsfelde Süd,7349,55,35,634,114,260,3176,177,552,556,87,35,20,788,169,67,1533
115012,Rummelsburger Bucht,12503,75,75,702,251,401,7542,326,802,2731,301,50,50,1002,401,351,2155
115013,Karlshorst,5658,22,15,359,92,194,2715,158,282,784,242,59,18,535,99,66,1000
119900,"Bezirk (Lb), nicht zuzuordnen",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
120000,Reinickendorf,11088,90,41,1090,252,440,4028,142,817,374,255,51,19,892,151,321,2283
121001,Ost 1 - Reginhardstraße,9171,113,42,1204,261,452,3167,145,607,388,219,64,32,854,141,222,2662
121002,Ost 2 - Alt-Reinickendorf,12531,132,55,1048,213,522,5203,191,1066,441,246,51,11,1114,294,496,2504
122003,West 4 - Auguste-Viktoria-Allee,12126,96,52,1490,354,524,4648,81,848,269,170,66,26,1011,103,299,2763
122004,West 1 - Tegel-Süd/Flughafensee,32360,82,38,1818,484,717,5487,189,1353,289,233,76,38,1120,38,1328,3631
122005,West 5 - Tegel,18307,175,74,1776,460,598,8749,46,543,589,258,37,9,1601,368,322,3349
124006,West 2 - Heiligensee/Konradshöhe,4246,29,12,395,78,189,1666,58,436,214,276,16,8,387,53,132,819
124007,Nord 1 - Frohnau/Hermsdorf,6220,39,9,406,87,170,2955,155,1037,559,478,39,21,606,93,96,1010
125008,West 3 - Borsigwalde/Freie Scholle,6921,36,18,571,128,304,3069,170,729,359,334,24,18,826,194,109,1622
125009,Nord 2 - Waidmannslust/Wittenau/Lübars,9778,79,35,1192,312,458,3711,111,534,420,308,35,10,989,264,302,2433
126010,Rollbergesiedlung,9316,54,22,1076,226,549,3216,75,581,258,204,22,0,1151,312,194,2173
126011,MV Nord,8486,134,73,1293,256,516,3285,187,673,195,54,88,19,685,46,272,2451
126012,MV Süd,6635,66,22,935,248,358,2009,197,592,132,146,51,22,658,22,175,2039
129900,"Bezirk (Rd), nicht zuzuordnen",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
999900,"Stadtgebiet Berlin, nicht zuzuordnen",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
999999,Berlin (PKS gesamt),13740,115,66,1164,290,394,5831,153,781,812,203,63,24,1094,255,464,2663
