id,district_region_name,offences,robbery,street_robbery_purse_snatching,bodily_harm,dangerous_and_grievous_bodily_harm,deprivation_of_liberty_coercion_threat_stalking,theft,motor_vehicle_theft,theft_from_motor_vehicle,bicycle_theft,residential_burglary,fire_offences,arson,damage_to_property,damage_to_property_by_graffiti,narcotics_offences,kieztaten
032003,Buchholz,5779,18,12,412,106,189,2757,265,401,247,130,12,0,725,130,47,984
033004,Karow,4937,21,11,559,102,215,2423,38,548,521,193,32,16,446,64,32,1085
033005,Blankenburg/Heinersdorf/Märchenland,9564,35,7,408,77,225,5419,225,1316,816,436,63,49,584,42,99,1063
034006,Schönholz/Wilhelmsruh/Rosenthal,5792,76,41,325,76,209,3370,76,720,720,389,29,12,401,76,58,1075
034007,Pankow Zentrum,10355,102,30,612,126,264,6086,123,667,1627,306,30,15,910,201,69,2162
034008,Pankow Süd,7109,46,25,704,166,261,3576,148,566,1193,181,40,15,655,98,83,1817
035009,Weißensee,9185,77,21,746,151,347,4683,178,619,714,187,68,44,1197,284,110,2728
035010,Weißensee Ost,8980,73,53,917,159,292,3985,133,910,399,173,186,146,830,120,199,2112
036011,Prenzlauer Berg Nordwest,12230,176,103,775,242,217,6778,357,706,1608,267,41,29,1272,299,197,2613
036012,Prenzlauer Berg Nord,12053,80,23,780,164,225,7192,329,783,1712,199,46,11,902,214,195,2224
036013,Helmholtzplatz,9633,64,18,621,180,193,5795,262,414,1270,414,46,9,1031,308,78,2596
036014,Prenzlauer Berg Ost,16937,165,77,999,242,262,8633,169,1128,1285,173,68,24,1922,951,250,2397
037015,Prenzlauer Berg Südwest,14515,109,40,1253,334,206,8640,347,850,1366,475,60,36,1555,524,169,3510
037016,Prenzlauer Berg Süd,9243,45,19,474,96,234,4999,381,708,1249,279,54,19,977,208,144,2117
039900,"Bezirk (Pk), nicht zuzuordnen",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
040000,Charlottenburg-Wilmersdorf,16061,199,80,1246,327,470,8021,224,1461,927,518,46,20,1172,277,368,3140
041001,Charlottenburg Nord,13355,277,76,1536,336,760,5117,315,1536,342,429,76,38,1107,71,803,3582
042002,Heerstraße,11544,134,47,906,268,292,5902,268,1820,433,489,39,24,1237,528,150,1923
042003,Westend,14126,109,26,668,176,341,8394,221,1635,698,413,38,26,773,109,71,2010
043004,Schloss Charlottenburg,11445,177,68,946,227,387,5454,181,866,1079,416,44,27,1084,319,314,2786
043005,Mierendorffplatz,12168,267,144,978,232,438,5448,82,1107,656,390,68,21,793,96,526,3063
043006,Otto-Suhr-Allee/Kantstraße,20831,249,105,1388,369,436,10470,97,1017,1266,592,43,17,1272,253,603,3368
044007,Grunewald,9122,66,33,542,175,307,5216,279,1753,449,898,27,16,718,197,66,2175
044008,Schmargendorf,7315,69,28,453,78,228,4462,162,1278,572,519,16,6,716,122,34,1637
045009,Halensee,14669,133,51,962,207,461,6866,371,1431,1087,551,55,27,1267,469,344,2878
045010,Lietzenburger Straße,29801,342,124,2642,926,658,14754,309,1685,970,705,39,5,1485,386,544,5229
045011,Volkspark Wilmersdorf,10610,151,56,719,199,302,5431,145,1186,1054,354,52,24,927,199,121,2162
049900,"Bezirk (Ch-Wi), nicht zuzuordnen",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
050000,Spandau,12527,131,62,1255,294,480,5224,135,735,429,266,78,20,1301,214,235,3281
051001,Hakenfelde,8460,61,35,732,175,320,4197,88,706,241,224,88,26,864,79,154,3000
051002,Falkenhagener Feld,7336,127,48,1072,201,358,2838,84,429,361,226,102,13,777,28,109,2711
051003,Spandau Mitte,17976,254,117,2110,500,669,6782,117,763,695,222,82,20,1642,321,590,4503
052004,Brunsbütteler Damm,7788,76,36,713,192,250,3901,129,562,259,250,36,9,945,245,89,1765
052005,Heerstraße,10594,87,36,1321,363,545,4001,185,563,254,258,65,11,1223,160,105,3627
052006,Wilhelmstadt,17865,127,62,1315,319,606,7237,118,659,541,260,56,21,1507,307,340,3471
053007,Haselhorst,14207,138,55,1028,262,400,7255,193,1117,400,366,76,21,1483,145,172,3621
053008,Siemensstadt,13297,150,92,1259,275,509,6111,208,1201,659,250,50,25,1142,208,100,3351
054009,Gatow/Kladow,5049,16,5,349,82,153,2337,54,550,103,436,49,22,632,93,16,812
059900,"Bezirk (Sp), nicht zuzuordnen",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
060000,Steglitz-Zehlendorf,9065,97,41,602,114,294,4771,184,1105,540,424,43,13,856,217,143,1691
061001,Schloßstraße,21293,287,130,880,148,310,13058,125,875,782,495,56,23,1046,347,157,2555
061002,Albrechtstraße,6137,98,39,475,102,264,3048,210,764,444,313,31,12,594,112,108,1603
062003,Lankwitz,7187,74,31,702,144,319,3049,137,728,287,328,57,14,814,141,194,1791
062004,Ostpreußendamm,7348,46,29,649,137,252,3578,163,943,517,254,34,17,726,191,154,1466
063005,Teltower Damm,7616,91,36,456,88,274,4135,170,1085,803,450,49,12,787,176,112,1383
063006,Drakestraße,7234,62,13,406,69,215,4052,180,1031,468,356,37,17,578,69,99,1293
064007,Zehlendorf Südwest,9412,70,31,627,125,288,5022,187,1613,499,604,23,8,1036,413,113,1558
064008,Zehlendorf Nord,8960,53,17,463,96,250,5073,202,1580,519,699,34,5,888,312,91,1335
069900,"Bezirk (St-Zd), nicht zuzuordnen",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
070000,Tempelhof-Schöneberg,12485,182,87,1008,245,388,5660,154,988,659,310,70,20,1052,204,341,2554
071001,Schöneberg Nordwest,25164,667,354,2021,646,589,12471,161,1136,733,564,132,41,1433,206,807,4842
071002,Schöneberg Nordost,11920,237,83,964,285,346,5213,193,880,1135,421,74,39,1244,359,372,2861
072003,Schöneberg Südwest,9403,156,85,798,216,286,4697,90,748,1144,366,40,15,823,140,236,2313
072004,Schöneberg Südost,16173,171,89,1347,373,398,6757,121,668,1347,316,50,21,1194,327,444,3171
073005,Friedenau West,12226,98,34,494,72,213,8068,132,855,1089,234,43,17,672,209,128,1366
073006,Friedenau Ost,9178,138,38,620,114,229,4239,224,911,672,167,76,14,882,238,148,1678
074007,Tempelhof Nord,13603,121,42,916,205,374,4460,90,898,844,187,84,18,1193,229,886,2381
074008,Tempelhof Südwest,11996,154,57,975,221,345,5077,154,1048,445,244,64,20,938,174,188,2301
074009,Tempelhof Südost,19083,132,59,1298,352,814,8713,323,1944,528,301,66,29,1269,169,198,3506
075010,Mariendorf Nord,8016,107,53,782,150,364,3338,197,852,244,281,47,17,926,164,217,2245
075011,Mariendorf Süd,8919,104,59,797,213,277,3937,134,1119,292,302,45,0,872,50,158,2006
076012,Marienfelde Nord,7593,93,41,753,169,303,3455,123,858,268,263,64,6,619,64,123,1763
076013,Marienfelde Süd,9950,44,22,808,200,400,5116,74,623,215,171,67,15,771,89,171,2269
076014,Lichtenrade Nord,5007,24,10,586,127,210,2181,107,761,93,478,54,24,527,20,102,1313
076015,Lichtenrade Süd,6691,69,27,652,124,292,2659,96,776,261,278,48,17,786,206,134,1469
079900,"Bezirk (Th-Sb), nicht zuzuordnen",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
080000,Neukölln,13989,235,128,1273,372,468,6098,174,1040,486,363,78,32,1346,206,510,3280
081001,Schillerpromenade,18445,414,231,2043,689,626,6691,117,863,613,443,98,38,1689,389,2663,4946
081002,Neuköllner Mitte/Zentrum,24157,331,169,2113,601,633,11377,146,1080,580,463,103,50,1612,320,495,5205
081003,Reuterstraße,14297,234,113,1188,428,400,6375,154,556,695,380,65,35,1329,279,513,3073
081004,Rixdorf,12941,278,147,1409,407,468,5458,111,835,660,374,76,38,1232,220,271,3629
081005,Köllnische Heide,19484,187,93,1493,440,820,8489,360,2006,213,293,140,53,3312,293,147,4285
082006,Britz Nord,12748,157,98,1232,407,461,5554,206,1602,320,364,109,38,983,71,163,3502
082007,Britz,10295,181,106,813,159,416,4372,248,1216,385,402,84,35,906,106,75,2144
082008,Buckow,5591,83,40,457,122,219,2385,86,734,130,335,36,11,738,97,68,1518
083009,Gropiusstadt West,14606,252,134,678,185,319,6905,113,622,539,236,87,41,1762,231,82,2420
083010,Gropiusstadt Ost,6041,124,30,777,166,296,2377,124,593,320,154,59,18,717,53,36,1968
084011,Buckow Nord,10366,107,21,931,203,407,4814,128,1177,267,300,139,11,920,53,53,2257
084012,Rudow,6190,71,40,499,159,216,3027,259,985,326,364,19,7,602,50,31,1229
089900,"Bezirk (Nk), nicht zuzuordnen",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
090000,Treptow-Köpenick,9561,85,45,821,178,317,4401,204,914,786,184,70,31,1153,338,140,1904
091001,Alt-Treptow,18196,341,206,1149,287,278,9704,171,862,2002,377,18,9,1418,494,485,2926
091002,Plänterwald,9221,92,55,699,138,212,5043,202,1601,690,294,55,9,1132,138,37,2052
091003,Baumschulenweg,7954,115,63,534,115,316,3679,184,1044,562,270,46,17,890,264,98,1670
091004,Johannisthal,7563,54,16,499,87,282,3268,309,825,440,244,60,33,820,190,87,1265
092005,Oberschöneweide,12194,101,61,1667,385,461,4941,304,740,593,137,51,25,1718,618,193,3320
092006,Niederschöneweide,19092,123,38,1319,368,405,8613,207,792,1168,94,85,47,2488,1366,254,2525
092007,Adlershof,11836,122,77,704,211,326,5841,179,813,1280,115,32,6,902,198,90,1695
092008,Köllnische Vorstadt/Spindlersfeld,10029,100,50,1403,341,391,3146,190,501,731,130,200,140,1974,611,240,3086
093009,Altglienicke,5182,27,12,597,116,275,2312,178,787,361,178,50,12,454,74,81,1218
093010,Bohnsdorf,6289,33,8,530,75,232,2751,174,630,323,232,41,25,887,240,99,1069
093011,Grünau,8827,36,0,431,108,215,4108,269,718,1292,269,36,18,1363,700,126,951
093012,Schmöckwitz,7550,25,0,518,74,271,3874,99,1925,74,321,49,49,493,0,0,938
094013,Köpenick Süd,4374,0,0,400,53,169,1725,89,676,213,53,89,18,800,169,44,951
094014,Allende-Viertel,5559,36,18,543,36,181,3060,181,362,724,54,54,9,561,145,45,1385
094015,Altstadt Köpenick,8242,47,0,1215,187,374,3023,109,358,919,140,47,16,1215,218,93,2664
094016,Müggelheim,3305,0,0,214,15,214,1454,92,398,92,92,15,0,367,0,15,643
095017,Friedrichshagen,5603,51,17,376,97,188,3149,165,478,1219,80,34,11,695,262,11,911
095018,Rahnsdorf,6494,22,22,267,56,223,3754,123,1560,746,412,22,11,691,145,11,780
095019,Dammvorstadt,18135,94,42,1423,314,356,8309,157,628,1612,105,199,126,1486,199,523,3275
095020,Köpenick Nord,4501,33,16,261,114,236,2169,171,587,448,220,65,24,546,73,8,962
099900,"Bezirk (Tp-Kp), nicht zuzuordnen",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
100000,Marzahn-Hellersdorf,9859,129,62,1241,243,384,3885,201,803,440,164,95,32,1114,245,128,2462
101001,Marzahn Nord,9858,139,65,1614,326,487,3389,222,535,378,131,126,48,1209,191,135,3215
101002,Marzahn Mitte,11324,162,57,1666,353,388,4291,224,991,316,94,94,33,1032,131,153,2972
101003,Marzahn Süd,10684,123,49,973,197,323,4523,403,901,310,101,38,16,1090,340,60,2194
102004,Hellersdorf Nord,12189,150,84,2034,405,558,4242,132,573,492,69,198,72,1641,426,231,3843
102005,Hellersdorf Ost,8254,132,79,946,159,391,2866,95,370,629,74,100,48,1126,174,169,2311
102006,Hellersdorf Süd,7500,119,74,1093,196,348,2606,127,458,409,82,90,12,921,282,127,2296
103007,Biesdorf,8569,35,16,635,86,247,4704,133,1086,725,216,55,27,780,98,67,1235
104008,Kaulsdorf,5688,43,16,365,70,188,2622,86,879,445,440,32,16,558,118,32,852
104009,Mahlsdorf,5665,33,11,321,55,199,2748,148,783,299,414,7,0,561,214,41,665
109900,"Bezirk (Mz-Hd), nicht zuzuordnen",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
110000,Lichtenberg,9983,107,49,927,190,287,4600,236,818,562,195,80,35,1108,271,156,2325
111001,Malchow,8991,47,0,536,70,233,5497,93,932,186,815,70,70,629,70,116,1141
111002,Neu-Hohenschönhausen Nord,7895,94,47,1183,217,264,2902,98,420,351,65,43,25,782,163,232,2507
111003,Neu-Hohenschönhausen Süd,8738,124,31,1077,189,236,3688,224,444,301,154,66,23,931,112,151,2375
112004,Alt-Hohenschönhausen Nord,11955,96,22,808,141,311,6170,178,1038,274,326,67,37,1387,245,96,2366
112005,Alt-Hohenschönhausen Süd,8523,95,44,661,122,298,4495,231,912,498,224,47,14,997,234,108,2370
113006,Fennpfuhl,7752,78,44,781,147,228,3537,228,759,578,137,53,12,962,225,75,1859
113007,Alt-Lichtenberg,15670,123,72,1349,354,398,7371,239,1218,661,203,68,36,1365,350,195,3196
113008,Frankfurter Allee Süd,15898,181,101,1067,191,312,6897,322,1007,1369,161,81,30,1389,383,453,2567
114009,Neu-Lichtenberg,9363,97,40,779,160,207,4493,240,653,916,100,77,47,1016,323,187,2095
114010,Friedrichsfelde Nord,11341,111,37,1138,266,355,5253,362,1027,296,288,148,52,1049,229,140,2534
114011,Friedrichsfelde Süd,5979,102,33,602,122,224,2650,187,508,350,199,41,12,776,309,53,1524
115012,Rummelsburger Bucht,10721,120,90,571,210,210,5345,240,1321,991,270,511,180,1862,390,270,1832
115013,Karlshorst,6511,43,21,455,103,180,3526,257,759,669,287,77,43,828,146,26,1454
119900,"Bezirk (Lb), nicht zuzuordnen",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
120000,Reinickendorf,11963,145,71,1115,247,461,5260,107,1009,541,362,73,33,1083,174,397,2720
121001,Ost 1 - Reginhardstraße,11237,138,50,1504,376,637,4523,107,702,602,303,58,38,978,123,457,3710
121002,Ost 2 - Alt-Reinickendorf,12555,159,54,1153,224,480,5272,132,1095,654,232,112,50,1156,197,545,2878
122003,West 4 - Auguste-Viktoria-Allee,12888,159,60,1276,310,620,5147,119,644,441,246,56,36,1284,191,358,3164
122004,West 1 - Tegel-Süd/Flughafensee,13225,101,27,1185,289,538,4375,81,1131,377,545,61,40,922,108,1508,2901
122005,West 5 - Tegel,17975,217,118,1303,345,444,8864,109,701,938,188,39,30,1471,326,336,2872
124006,West 2 - Heiligensee/Konradshöhe,5677,13,13,388,67,196,2753,67,1136,322,539,42,17,902,171,100,1170
124007,Nord 1 - Frohnau/Hermsdorf,6176,64,21,341,67,140,3573,125,1166,804,624,18,3,685,164,52,974
125008,West 3 - Borsigwalde/Freie Scholle,7986,88,38,707,169,300,3915,69,582,432,400,94,25,688,81,156,1588
125009,Nord 2 - Waidmannslust/Wittenau/Lübars,10859,145,67,1027,202,411,5312,71,919,555,333,44,13,862,215,289,2168
126010,Rollbergesiedlung,12499,164,106,961,246,434,5616,59,938,305,422,59,35,1266,164,176,2497
126011,MV Nord,13914,291,187,1856,461,672,6343,141,955,345,174,104,33,1249,116,461,4570
126012,MV Süd,8368,89,64,1168,185,451,3544,24,757,395,201,121,56,878,64,185,2907
129900,"Bezirk (Rd), nicht zuzuordnen",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
999900,"Stadtgebiet Berlin, nicht zuzuordnen",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
999999,Berlin (PKS gesamt),14419,183,94,1228,304,438,6647,196,1058,779,340,75,29,1277,284,392,3004
