id,district_region_name,offences,robbery,street_robbery_purse_snatching,bodily_harm,dangerous_and_grievous_bodily_harm,deprivation_of_liberty_coercion_threat_stalking,theft,motor_vehicle_theft,theft_from_motor_vehicle,bicycle_theft,residential_burglary,fire_offences,arson,damage_to_property,damage_to_property_by_graffiti,narcotics_offences,kieztaten
052006,Wilhelmstadt,16392,179,79,1541,372,539,6572,94,694,706,278,53,32,1409,322,261,3066
053007,Haselhorst,12553,126,46,915,199,312,5541,205,1233,431,205,113,53,1047,113,119,2234
053008,Siemensstadt,16570,193,56,1326,346,466,8084,305,1575,820,249,72,40,1286,362,104,3656
054009,Gatow/Kladow,5049,31,16,413,84,162,2344,110,481,141,330,31,21,471,26,26,785
059900,"Bezirk (Sp), nicht zuzuordnen",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
060000,Steglitz-Zehlendorf,8415,70,39,529,102,265,4394,195,942,624,463,47,17,866,196,145,1576
061001,Schloßstraße,18178,193,78,785,202,344,10523,179,789,821,528,28,9,1060,312,165,2189
061002,Albrechtstraße,5986,82,48,494,82,247,2760,165,660,438,278,31,10,762,144,78,1514
062003,Lankwitz,6683,60,31,643,150,295,2706,160,686,241,241,83,43,626,88,260,1543
062004,Ostpreußendamm,7537,43,20,561,109,237,3604,180,815,689,372,31,14,975,215,123,1582
063005,Teltower Damm,7577,75,36,441,88,232,4108,175,1060,936,441,33,12,894,202,112,1331
063006,Drakestraße,6851,19,15,402,61,205,3484,182,756,481,288,21,15,574,110,93,1141
064007,Zehlendorf Südwest,9397,70,54,487,93,237,4893,269,1195,557,619,47,12,1148,397,86,1436
064008,Zehlendorf Nord,8964,50,24,333,67,192,5638,249,1367,897,1069,58,14,945,336,101,1504
069900,"Bezirk (St-Zd), nicht zuzuordnen",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
070000,Tempelhof-Schöneberg,12072,149,92,936,212,377,5727,151,1002,763,336,64,22,1012,187,344,2423
071001,Schöneberg Nordwest,25749,484,309,2042,618,679,13336,118,1106,996,610,118,33,1273,199,887,4995
071002,Schöneberg Nordost,11468,211,116,837,250,431,5369,164,923,1212,479,56,17,1078,254,341,2536
072003,Schöneberg Südwest,10718,99,60,612,129,264,4984,104,1025,1124,433,45,15,786,169,428,1820
072004,Schöneberg Südost,16811,123,49,1445,347,389,7155,105,694,1512,284,49,11,1178,330,375,2904
073005,Friedenau West,11994,80,55,459,63,168,7540,139,796,1061,438,51,29,922,345,109,1600
073006,Friedenau Ost,8805,109,76,634,128,237,4665,161,904,1041,355,62,43,804,180,118,1779
074007,Tempelhof Nord,13712,94,41,966,224,312,4769,147,907,924,236,71,29,989,153,1236,2302
074008,Tempelhof Südwest,13285,152,109,955,188,438,5748,191,1031,537,333,53,16,1166,326,171,2734
074009,Tempelhof Südost,17917,129,57,1360,329,666,8690,208,2269,508,322,107,29,1331,150,222,3651
075010,Mariendorf Nord,7098,86,53,701,145,288,3001,152,882,231,235,43,23,833,122,165,1824
075011,Mariendorf Süd,8949,103,59,847,246,325,4155,158,1019,374,349,30,10,704,64,187,1885
076012,Marienfelde Nord,7696,122,93,650,122,279,3552,93,998,464,244,99,23,853,128,110,1730
076013,Marienfelde Süd,9150,44,22,680,132,234,4586,154,680,307,95,80,44,944,73,154,1792
076014,Lichtenrade Nord,5393,39,15,540,63,238,2310,156,788,151,360,15,5,613,97,24,1289
076015,Lichtenrade Süd,6326,69,38,628,158,298,2268,144,556,309,178,69,14,892,161,199,1527
079900,"Bezirk (Th-Sb), nicht zuzuordnen",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
080000,Neukölln,13889,179,99,1220,323,441,6080,166,1075,535,396,67,28,1313,224,364,2947
081001,Schillerpromenade,14595,218,112,1530,433,477,5891,78,960,561,383,56,25,1645,589,1467,3548
081002,Neuköllner Mitte/Zentrum,26639,244,122,1981,642,655,11528,153,1409,637,400,88,29,1630,367,442,4415
081003,Reuterstraße,16013,176,79,1313,365,412,6904,112,576,794,477,42,17,1107,300,303,2922
081004,Rixdorf,13180,215,97,1414,385,392,5926,130,1182,827,485,67,30,1332,247,290,3325
081005,Köllnische Heide,17069,171,85,1281,361,775,7279,210,2168,237,315,138,79,3469,302,269,3469
082006,Britz Nord,13751,153,95,1279,307,491,5776,211,1802,344,359,90,32,1126,111,285,3599
082007,Britz,11671,194,123,889,233,339,4907,220,955,440,471,35,9,964,176,158,2205
082008,Buckow,5357,61,29,451,72,232,2411,175,708,114,290,29,14,590,50,25,1212
083009,Gropiusstadt West,13778,189,128,946,256,327,6263,97,537,567,307,61,20,1815,194,112,2878
083010,Gropiusstadt Ost,6566,101,77,883,249,373,2596,136,415,439,166,89,41,676,36,53,2305
084011,Buckow Nord,10478,96,43,981,160,320,4924,96,991,320,544,107,85,725,32,85,2121
084012,Rudow,5657,73,40,434,125,205,2731,269,724,356,410,52,24,660,66,19,1186
089900,"Bezirk (Nk), nicht zuzuordnen",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
090000,Treptow-Köpenick,9426,85,54,731,152,295,4811,229,1055,839,201,58,29,1020,221,159,1917
091001,Alt-Treptow,18284,389,309,1166,336,380,10631,265,1555,2474,336,97,44,1776,601,557,3172
091002,Plänterwald,11941,82,46,385,73,201,6832,330,1520,577,348,101,73,1218,119,147,2097
091003,Baumschulenweg,8758,108,46,564,131,302,5051,359,1190,712,296,40,17,752,137,114,1646
091004,Johannisthal,6732,81,49,459,92,238,3153,162,551,448,200,59,16,777,70,76,1328
092005,Oberschöneweide,10483,60,25,1384,322,461,4797,228,1186,685,109,45,30,1042,193,243,2843
092006,Niederschöneweide,16822,121,74,1349,186,251,8467,205,996,1144,186,65,28,1805,847,344,2661
092007,Adlershof,13195,81,44,671,137,323,6364,273,1094,1025,174,50,25,1044,435,93,1871
092008,Köllnische Vorstadt/Spindlersfeld,9683,49,49,1157,188,336,3788,267,673,762,129,30,10,1019,208,188,2710
093009,Altglienicke,5338,35,19,545,77,216,2715,267,618,367,236,19,4,491,81,89,1128
093010,Bohnsdorf,6234,57,49,419,90,214,3228,156,994,435,230,8,8,567,99,82,1018
093011,Grünau,10593,89,18,819,338,231,4878,142,1442,1104,142,53,36,2243,1157,71,1745
093012,Schmöckwitz,7846,24,24,464,49,147,4278,73,1296,147,318,24,0,562,0,24,1027
094013,Köpenick Süd,5111,18,9,354,80,186,2644,124,1008,336,115,106,18,840,97,44,1070
094014,Allende-Viertel,7231,45,18,660,125,312,3450,205,588,580,98,89,53,945,125,107,1828
094015,Altstadt Köpenick,9292,15,0,1206,139,325,3370,139,866,711,93,170,93,1237,124,46,2381
094016,Müggelheim,2957,0,0,169,31,77,1609,61,536,123,245,46,46,322,15,46,383
095017,Friedrichshagen,7328,11,0,438,146,214,4417,270,865,1433,140,17,11,832,208,51,1472
095018,Rahnsdorf,6375,22,11,366,78,188,3703,67,1364,898,333,33,11,721,133,11,820
095019,Dammvorstadt,15977,142,71,1266,354,334,7168,121,456,1448,81,61,30,1843,294,435,3331
095020,Köpenick Nord,5369,24,16,342,90,228,2762,204,758,611,204,8,8,750,220,98,1132
099900,"Bezirk (Tp-Kp), nicht zuzuordnen",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
100000,Marzahn-Hellersdorf,9539,102,62,1171,214,358,3734,187,700,461,150,64,23,1007,161,135,2428
101001,Marzahn Nord,8585,142,86,1834,319,413,2885,189,461,418,82,86,30,874,146,159,3186
101002,Marzahn Mitte,10224,144,94,1481,322,348,3683,170,652,400,61,50,24,1115,117,152,2951
101003,Marzahn Süd,9244,149,79,905,182,293,3733,312,840,303,127,68,19,940,130,84,1972
102004,Hellersdorf Nord,12811,83,50,1829,323,534,4669,193,614,489,107,92,39,1637,326,267,3750
102005,Hellersdorf Ost,8706,93,46,1191,165,397,3022,139,516,536,62,41,21,959,242,201,2708
102006,Hellersdorf Süd,7999,70,53,1026,184,393,2535,176,388,360,94,119,33,1059,303,86,2306
103007,Biesdorf,8206,35,23,605,94,234,4308,156,1053,691,242,31,8,601,62,121,1252
104008,Kaulsdorf,5880,27,5,333,48,172,2859,81,919,505,403,43,21,758,81,27,1027
104009,Mahlsdorf,7147,18,7,360,73,176,4446,110,554,433,290,15,4,616,183,18,789
109900,"Bezirk (Mz-Hd), nicht zuzuordnen",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
110000,Lichtenberg,9644,89,53,897,183,294,4671,262,929,659,201,50,20,944,208,142,2149
111001,Malchow,7952,23,23,343,0,251,4890,69,823,206,366,46,23,868,137,91,1005
111002,Neu-Hohenschönhausen Nord,6746,68,50,1031,157,378,2301,111,400,321,46,39,7,806,54,189,2137
111003,Neu-Hohenschönhausen Süd,8400,120,85,1219,251,298,3676,244,379,441,89,35,12,681,104,182,2403
112004,Alt-Hohenschönhausen Nord,9756,73,44,878,190,263,5218,183,673,337,403,51,7,790,81,88,1771
112005,Alt-Hohenschönhausen Süd,8678,71,34,861,142,304,4153,203,1054,412,236,47,7,902,192,152,2178
113006,Fennpfuhl,8506,68,34,783,146,276,3865,421,1000,545,223,15,9,963,207,108,1904
113007,Alt-Lichtenberg,15365,144,76,1130,295,329,7898,382,1583,877,238,42,26,1103,253,166,2842
113008,Frankfurter Allee Süd,17822,150,90,1336,269,229,7939,349,1326,1346,170,110,30,1237,409,349,2583
114009,Neu-Lichtenberg,9665,66,36,793,167,255,5063,203,766,927,226,46,16,1202,344,124,2453
114010,Friedrichsfelde Nord,11207,139,88,1001,292,365,5136,380,811,438,263,22,7,935,314,95,2360
114011,Friedrichsfelde Süd,6433,48,20,537,121,178,2841,218,566,525,202,24,20,727,348,69,1333
115012,Rummelsburger Bucht,13877,59,30,1004,295,295,8385,266,1860,1594,443,443,266,1417,472,354,2628
115013,Karlshorst,6358,33,21,425,100,208,3611,183,884,1026,150,33,17,517,75,21,1113
119900,"Bezirk (Lb), nicht zuzuordnen",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
120000,Reinickendorf,11558,135,72,1062,252,442,5298,139,975,536,433,85,31,1024,169,328,2803
121001,Ost 1 - Reginhardstraße,12147,121,61,1398,360,625,4929,129,784,671,538,91,34,1087,144,314,3925
121002,Ost 2 - Alt-Reinickendorf,14268,199,100,1250,303,510,5778,165,985,644,429,73,27,1246,376,518,3443
122003,West 4 - Auguste-Viktoria-Allee,13860,156,74,1230,289,445,6243,152,937,445,500,66,39,1546,254,269,3369
122004,West 1 - Tegel-Süd/Flughafensee,15486,67,34,1091,283,640,4464,121,983,391,303,81,47,848,47,1003,2788
122005,West 5 - Tegel,18534,233,97,1312,321,418,9826,126,671,1089,175,39,10,1458,408,525,3334
124006,West 2 - Heiligensee/Konradshöhe,5074,12,0,295,71,158,2452,125,902,291,519,25,4,632,91,100,773
124007,Nord 1 - Frohnau/Hermsdorf,5792,55,39,322,79,143,3443,182,1096,595,735,43,21,562,103,94,865
125008,West 3 - Borsigwalde/Freie Scholle,7519,93,37,621,155,280,3387,118,752,230,410,37,0,746,149,143,1846
125009,Nord 2 - Waidmannslust/Wittenau/Lübars,10613,162,106,1160,288,357,4875,76,826,568,407,69,10,1001,288,205,2512
126010,Rollbergesiedlung,10930,184,69,876,138,404,4416,92,899,357,288,115,58,1234,323,150,2341
126011,MV Nord,13478,219,118,1719,435,642,6255,138,984,443,150,179,81,1146,102,297,4715
126012,MV Süd,8570,55,39,977,219,430,3086,102,773,344,234,211,39,1008,55,219,2477
129900,"Bezirk (Rd), nicht zuzuordnen",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
999900,"Stadtgebiet Berlin, nicht zuzuordnen",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
999999,Berlin (PKS gesamt),15383,169,98,1208,295,428,7205,198,1081,912,361,70,27,1272,274,399,2977
